year,price,transmission,mileage,fuelType,engineSize
2012,9124.0,Automatic,60586.0,Diesel,2.1
2019,32899.0,Semi-Auto,4378.0,Diesel,2.0
2019,23825.0,Automatic,11135.0,Petrol,1.5
2019,27990.0,Semi-Auto,5550.0,Diesel,2.0
2016,15000.0,Automatic,66950.0,Hybrid,2.0
2010,4990.0,Manual,97717.0,Petrol,1.6
2017,17300.0,Semi-Auto,27420.0,Diesel,1.6
2019,30919.0,Semi-Auto,1000.0,Diesel,2.0
2018,25812.0,Semi-Auto,11451.0,Diesel,2.1
2019,53990.0,Automatic,2225.0,Petrol,4.0
2014,12750.0,Semi-Auto,74000.0,Diesel,2.1
2017,24352.0,Automatic,8884.0,Diesel,2.1
2019,27699.0,Semi-Auto,5012.0,Diesel,1.6
2015,13900.0,Automatic,57081.0,Diesel,2.1
2019,25399.0,Semi-Auto,3585.0,Petrol,1.5
2018,22849.0,Semi-Auto,8641.0,Petrol,1.5
2018,28389.0,Semi-Auto,5454.0,Diesel,2.0
2014,11795.0,Manual,92840.0,Diesel,2.1
2017,39336.0,Automatic,12157.0,Petrol,4.0
2019,25440.0,Semi-Auto,8763.0,Diesel,2.0
2019,29849.0,Semi-Auto,2303.0,Petrol,2.0
2016,17998.0,Manual,26100.0,Diesel,2.1
2015,17450.0,Semi-Auto,37000.0,Diesel,2.1
2015,17435.0,Automatic,33384.0,Diesel,2.1
2019,38610.0,Automatic,6249.0,Petrol,3.0
2019,24490.0,Semi-Auto,6877.0,Diesel,2.1
2017,20980.0,Automatic,10951.0,Hybrid,2.1
2019,28359.0,Semi-Auto,6040.0,Petrol,2.0
2018,16600.0,Automatic,29296.0,Diesel,2.1
2019,26289.0,Automatic,650.0,Petrol,1.5
2018,19250.0,Automatic,20275.0,Diesel,2.1
2017,19950.0,Automatic,23000.0,Diesel,2.1
2016,16499.0,Semi-Auto,35459.0,Diesel,2.1
2019,30294.0,Automatic,500.0,Diesel,2.0
2017,19124.0,Semi-Auto,46938.0,Diesel,2.1
2019,23480.0,Semi-Auto,14402.0,Diesel,2.0
2014,15700.0,Automatic,33865.0,Diesel,2.1
2019,22124.0,Semi-Auto,14000.0,Petrol,1.5
2019,24999.0,Semi-Auto,6330.0,Petrol,1.5
2019,33599.0,Semi-Auto,2679.0,Diesel,2.0
2019,29995.0,Automatic,3457.0,Diesel,2.0
2017,16267.0,Automatic,27040.0,Diesel,2.1
2015,11500.0,Automatic,101540.0,Diesel,2.1
2020,39995.0,Semi-Auto,5000.0,Petrol,1.5
2019,34070.0,Automatic,14413.0,Diesel,2.0
2015,11689.0,Manual,76472.0,Diesel,2.1
2017,21295.0,Semi-Auto,36135.0,Diesel,2.1
2019,31990.0,Automatic,100.0,Diesel,2.0
2019,27480.0,Semi-Auto,5090.0,Diesel,2.0
2015,13390.0,Automatic,88218.0,Hybrid,2.1
2016,14000.0,Automatic,45000.0,Diesel,2.1
2019,31999.0,Semi-Auto,1000.0,Diesel,2.0
2019,46950.0,Automatic,1436.0,Petrol,3.0
2019,27399.0,Semi-Auto,2899.0,Petrol,1.5
2017,16442.0,Automatic,58687.0,Diesel,2.1
2019,22156.0,Automatic,15179.0,Petrol,1.5
2014,16499.0,Semi-Auto,35700.0,Diesel,2.1
2019,29299.0,Semi-Auto,2758.0,Petrol,2.0
2020,32480.0,Semi-Auto,16.0,Diesel,2.0
2017,20000.0,Manual,10500.0,Diesel,2.1
2017,14999.0,Semi-Auto,35600.0,Petrol,2.0
2016,15475.0,Automatic,49846.0,Diesel,2.1
2019,33699.0,Semi-Auto,1604.0,Petrol,2.0
2017,22767.0,Automatic,30676.0,Diesel,2.1
2017,23995.0,Automatic,14952.0,Petrol,2.0
2019,32099.0,Semi-Auto,1000.0,Diesel,2.0
2019,33599.0,Semi-Auto,1000.0,Petrol,2.0
2019,67000.0,Automatic,2800.0,Petrol,4.0
2019,44480.0,Semi-Auto,9103.0,Petrol,3.0
2013,10999.0,Manual,57000.0,Diesel,2.1
2019,25749.0,Semi-Auto,13789.0,Diesel,2.0
2019,25499.0,Automatic,13155.0,Petrol,1.5
2013,7199.0,Automatic,124000.0,Diesel,2.1
2019,26999.0,Semi-Auto,1758.0,Petrol,1.5
2016,17699.0,Semi-Auto,15511.0,Petrol,2.0
2015,13917.0,Automatic,43097.0,Petrol,2.0
2018,19995.0,Semi-Auto,43288.0,Diesel,2.1
2016,22790.0,Semi-Auto,9600.0,Petrol,2.0
2017,22999.0,Semi-Auto,26935.0,Diesel,2.1
2019,28480.0,Semi-Auto,15160.0,Petrol,1.5
2020,31690.0,Automatic,3000.0,Diesel,2.0
2020,34495.0,Automatic,500.0,Diesel,2.0
2018,18700.0,Automatic,16414.0,Diesel,2.1
2019,19750.0,Automatic,12498.0,Petrol,1.5
2019,26399.0,Semi-Auto,9961.0,Diesel,2.0
2015,14290.0,Semi-Auto,53227.0,Petrol,2.0
2019,25199.0,Semi-Auto,4292.0,Petrol,1.5
2019,20482.0,Semi-Auto,14061.0,Petrol,1.5
2019,27826.0,Automatic,6522.0,Petrol,2.0
2016,14981.0,Semi-Auto,35000.0,Diesel,1.6
2019,25980.0,Semi-Auto,12810.0,Petrol,1.5
2017,21362.0,Semi-Auto,16093.0,Diesel,2.1
2016,16998.0,Semi-Auto,35721.0,Diesel,2.1
2019,24199.0,Automatic,3250.0,Petrol,1.5
2016,17779.0,Manual,17757.0,Petrol,2.0
2019,26499.0,Manual,890.0,Diesel,1.6
2019,30976.0,Automatic,5552.0,Petrol,2.0
2019,36539.0,Semi-Auto,1000.0,Diesel,2.0
2019,32959.0,Semi-Auto,1000.0,Diesel,2.0
2019,28491.0,Automatic,3000.0,Petrol,1.5
2019,30980.0,Semi-Auto,4957.0,Diesel,2.0
2017,19945.0,Semi-Auto,16425.0,Diesel,1.6
2015,19995.0,Semi-Auto,39000.0,Diesel,2.1
2016,17949.0,Automatic,22000.0,Diesel,2.1
2017,25498.0,Automatic,6067.0,Diesel,2.1
2014,10990.0,Automatic,48100.0,Petrol,1.6
2013,23990.0,Automatic,44000.0,Petrol,6.2
2017,19000.0,Automatic,24798.0,Diesel,2.1
2016,15480.0,Manual,36069.0,Diesel,2.1
2019,24699.0,Semi-Auto,13662.0,Petrol,1.5
2019,27616.0,Automatic,5111.0,Petrol,2.0
2020,28590.0,Semi-Auto,1501.0,Diesel,1.6
2016,14649.0,Manual,40049.0,Diesel,1.6
2015,16699.0,Automatic,40786.0,Diesel,1.6
2015,16990.0,Automatic,40000.0,Diesel,2.1
2019,24699.0,Semi-Auto,4040.0,Petrol,1.5
2019,27499.0,Semi-Auto,3325.0,Diesel,1.6
2019,26149.0,Semi-Auto,11357.0,Diesel,2.0
2019,24700.0,Automatic,8970.0,Petrol,1.5
2016,17999.0,Automatic,42271.0,Diesel,2.1
2019,19749.0,Semi-Auto,14536.0,Petrol,1.5
2016,18980.0,Automatic,25207.0,Petrol,2.0
2019,24190.0,Automatic,13733.0,Petrol,1.5
2017,23649.0,Semi-Auto,19758.0,Petrol,2.0
2014,11750.0,Automatic,47183.0,Diesel,2.1
2016,17299.0,Automatic,52400.0,Diesel,2.1
2015,17030.0,Automatic,32673.0,Diesel,2.1
2017,22649.0,Semi-Auto,42165.0,Diesel,2.1
2019,29980.0,Semi-Auto,3049.0,Diesel,2.0
2019,25780.0,Semi-Auto,14843.0,Diesel,2.0
2017,21998.0,Semi-Auto,15935.0,Diesel,2.1
2018,17600.0,Automatic,22749.0,Petrol,2.0
2019,38991.0,Automatic,4811.0,Diesel,2.0
2018,18449.0,Semi-Auto,6501.0,Diesel,1.6
2016,15339.0,Automatic,67267.0,Hybrid,2.0
2019,19899.0,Semi-Auto,13347.0,Petrol,1.5
2019,36995.0,Automatic,2749.0,Diesel,2.0
2019,20299.0,Semi-Auto,14029.0,Petrol,1.5
2015,18799.0,Semi-Auto,37890.0,Diesel,2.1
2019,32549.0,Automatic,1000.0,Diesel,2.0
2017,15450.0,Semi-Auto,36368.0,Diesel,2.1
2019,42900.0,Semi-Auto,10204.0,Petrol,3.0
2020,30500.0,Semi-Auto,700.0,Diesel,2.0
2018,22549.0,Semi-Auto,5437.0,Petrol,1.5
2019,28950.0,Semi-Auto,10021.0,Diesel,2.0
2019,29000.0,Semi-Auto,4998.0,Petrol,2.0
2019,28499.0,Automatic,1864.0,Petrol,1.5
2017,23980.0,Automatic,13973.0,Diesel,2.1
2019,26599.0,Automatic,1566.0,Diesel,1.6
2019,25450.0,Automatic,10892.0,Petrol,1.5
2019,21795.0,Manual,6959.0,Petrol,1.6
2017,19980.0,Semi-Auto,29198.0,Diesel,2.1
2018,24099.0,Semi-Auto,31140.0,Diesel,2.1
2017,14980.0,Manual,45034.0,Diesel,2.1
2016,36981.0,Semi-Auto,20500.0,Petrol,4.0
2018,25748.0,Automatic,11626.0,Diesel,2.1
2017,24998.0,Semi-Auto,15754.0,Diesel,2.1
2018,22950.0,Automatic,6000.0,Diesel,2.1
2019,36599.0,Semi-Auto,124.0,Petrol,2.0
2017,17400.0,Automatic,41677.0,Diesel,2.1
2020,34480.0,Automatic,3000.0,Diesel,2.0
2019,22444.0,Automatic,5526.0,Petrol,1.5
2019,39299.0,Automatic,8628.0,Petrol,3.0
2019,20299.0,Semi-Auto,14271.0,Petrol,1.5
2016,17979.0,Semi-Auto,31574.0,Diesel,2.1
2017,18801.0,Semi-Auto,14812.0,Diesel,1.6
2014,15999.0,Automatic,31690.0,Diesel,2.1
2017,14200.0,Automatic,53528.0,Diesel,2.1
2020,39309.0,Semi-Auto,1000.0,Diesel,2.0
2019,29885.0,Automatic,6435.0,Petrol,2.0
2017,17280.0,Semi-Auto,42294.0,Diesel,2.1
2013,13995.0,Automatic,24000.0,Petrol,1.6
2018,20685.0,Semi-Auto,21929.0,Diesel,2.1
2018,25480.0,Semi-Auto,9830.0,Petrol,1.5
2020,67999.0,Semi-Auto,1500.0,Petrol,4.0
2017,31999.0,Automatic,24700.0,Petrol,3.0
2017,20340.0,Semi-Auto,34611.0,Diesel,2.1
2019,20999.0,Semi-Auto,9883.0,Diesel,2.0
2016,36399.0,Semi-Auto,27416.0,Petrol,4.0
2017,20000.0,Automatic,39268.0,Diesel,2.1
2019,28400.0,Automatic,8820.0,Diesel,2.0
2016,13391.0,Manual,58858.0,Diesel,1.6
2016,17500.0,Semi-Auto,41758.0,Hybrid,2.0
2017,18372.0,Semi-Auto,26508.0,Petrol,2.0
2017,18499.0,Semi-Auto,28480.0,Diesel,1.6
2020,41900.0,Automatic,6000.0,Diesel,2.0
2016,22795.0,Automatic,26160.0,Diesel,2.1
2019,30149.0,Automatic,8351.0,Diesel,2.0
2019,31199.0,Semi-Auto,2000.0,Petrol,1.5
2017,16000.0,Automatic,72400.0,Diesel,2.1
2017,25232.0,Automatic,15104.0,Diesel,2.1
2017,20700.0,Semi-Auto,18346.0,Diesel,2.1
2019,19895.0,Semi-Auto,10985.0,Petrol,1.5
2019,28399.0,Semi-Auto,7430.0,Diesel,2.0
2018,22799.0,Semi-Auto,11494.0,Petrol,1.5
2017,15980.0,Manual,34692.0,Diesel,2.1
2019,26480.0,Semi-Auto,14636.0,Diesel,2.0
2019,31609.0,Semi-Auto,1000.0,Diesel,2.0
2016,15199.0,Semi-Auto,39721.0,Diesel,2.1
2017,22960.0,Semi-Auto,21225.0,Diesel,2.1
2019,25900.0,Automatic,1100.0,Petrol,1.6
2019,26699.0,Semi-Auto,5500.0,Petrol,2.0
2016,19490.0,Semi-Auto,26900.0,Diesel,2.1
2018,18700.0,Semi-Auto,26765.0,Diesel,2.1
2019,28480.0,Semi-Auto,1998.0,Petrol,1.5
2019,33789.0,Semi-Auto,1000.0,Diesel,2.0
2019,31199.0,Semi-Auto,2000.0,Petrol,1.5
2017,18399.0,Automatic,22167.0,Hybrid,2.0
2016,18999.0,Automatic,25334.0,Petrol,2.0
2019,20349.0,Semi-Auto,14005.0,Petrol,1.5
2014,12998.0,Semi-Auto,52712.0,Diesel,2.1
2014,12995.0,Semi-Auto,36650.0,Diesel,2.1
2018,18999.0,Automatic,24863.0,Petrol,2.0
2019,23295.0,Semi-Auto,15312.0,Diesel,2.0
2015,14000.0,Manual,43927.0,Diesel,2.1
2015,11490.0,Manual,80000.0,Petrol,2.0
2019,19999.0,Semi-Auto,12668.0,Petrol,1.5
2019,29498.0,Automatic,1000.0,Petrol,1.5
2019,24400.0,Automatic,6000.0,Diesel,1.6
2019,19899.0,Semi-Auto,13359.0,Petrol,1.5
2020,33990.0,Semi-Auto,99.0,Diesel,2.0
2019,27791.0,Semi-Auto,9057.0,Diesel,2.0
2017,18495.0,Semi-Auto,29979.0,Petrol,2.0
2016,15900.0,Automatic,21606.0,Diesel,2.1
2017,18795.0,Semi-Auto,37756.0,Diesel,2.1
2019,40298.0,Automatic,1568.0,Diesel,2.0
2019,22980.0,Automatic,11287.0,Diesel,1.6
2019,28290.0,Automatic,2300.0,Diesel,2.0
2019,28999.0,Semi-Auto,3376.0,Diesel,2.0
2019,28995.0,Semi-Auto,5196.0,Diesel,2.0
2017,18991.0,Automatic,34682.0,Diesel,2.1
2016,17849.0,Semi-Auto,45557.0,Diesel,2.1
2017,23000.0,Semi-Auto,17125.0,Petrol,2.0
2019,32490.0,Automatic,2600.0,Diesel,2.0
2016,17995.0,Automatic,11000.0,Diesel,1.6
2017,20499.0,Semi-Auto,24000.0,Diesel,2.1
2019,32995.0,Semi-Auto,24.0,Petrol,2.0
2016,25499.0,Semi-Auto,9458.0,Petrol,2.0
2015,16480.0,Semi-Auto,41349.0,Diesel,2.1
2019,29399.0,Semi-Auto,4208.0,Diesel,2.0
2018,13300.0,Manual,32840.0,Petrol,2.0
2018,19750.0,Automatic,19443.0,Diesel,2.1
2020,35900.0,Automatic,3000.0,Diesel,2.0
2020,31790.0,Automatic,3500.0,Petrol,2.0
2019,22980.0,Semi-Auto,16302.0,Petrol,1.5
2016,16495.0,Semi-Auto,28304.0,Diesel,1.6
2016,14000.0,Automatic,44263.0,Diesel,2.1
2012,7490.0,Automatic,96000.0,Diesel,2.1
2017,19995.0,Automatic,55842.0,Petrol,2.0
2018,18450.0,Semi-Auto,34650.0,Diesel,2.1
2018,24995.0,Semi-Auto,17744.0,Diesel,2.0
2017,16995.0,Automatic,33219.0,Diesel,2.1
2019,25989.0,Automatic,2997.0,Petrol,1.5
2017,20498.0,Semi-Auto,5630.0,Diesel,1.6
2016,21991.0,Semi-Auto,26483.0,Diesel,2.1
2014,14732.0,Semi-Auto,38824.0,Diesel,2.1
2016,19499.0,Automatic,40313.0,Hybrid,2.0
2015,12300.0,Automatic,85275.0,Diesel,2.1
2016,18699.0,Semi-Auto,38265.0,Diesel,2.1
2019,27799.0,Semi-Auto,3251.0,Diesel,2.0
2019,25499.0,Semi-Auto,16226.0,Diesel,2.0
2019,23879.0,Manual,1000.0,Petrol,1.6
2019,24980.0,Semi-Auto,2072.0,Petrol,2.0
2016,18449.0,Semi-Auto,23077.0,Diesel,2.1
2019,25980.0,Semi-Auto,14284.0,Diesel,2.0
2018,23199.0,Automatic,9136.0,Petrol,1.5
2016,17000.0,Automatic,68429.0,Diesel,2.1
2017,18490.0,Automatic,8060.0,Petrol,2.0
2019,27500.0,Semi-Auto,4396.0,Diesel,2.0
2019,19799.0,Semi-Auto,14301.0,Petrol,1.5
2019,29399.0,Semi-Auto,8123.0,Diesel,2.0
2017,16491.0,Semi-Auto,32434.0,Diesel,2.1
2016,17699.0,Automatic,14183.0,Petrol,2.0
2017,18510.0,Semi-Auto,27573.0,Diesel,2.1
2017,22495.0,Automatic,19779.0,Diesel,2.1
2016,18499.0,Automatic,23953.0,Diesel,2.1
2019,28524.0,Automatic,8263.0,Diesel,2.0
2019,27299.0,Automatic,138.0,Petrol,1.5
2019,61995.0,Automatic,100.0,Petrol,4.0
2018,19480.0,Semi-Auto,15096.0,Diesel,2.0
2019,26599.0,Semi-Auto,4000.0,Petrol,1.5
2019,24599.0,Semi-Auto,9888.0,Petrol,1.5
2017,23980.0,Automatic,15902.0,Diesel,2.1
2019,29950.0,Semi-Auto,6605.0,Diesel,2.0
2019,25795.0,Semi-Auto,12986.0,Diesel,2.0
2018,23500.0,Automatic,4368.0,Petrol,1.5
2016,15900.0,Automatic,51208.0,Diesel,2.1
2017,25172.0,Automatic,30525.0,Petrol,2.0
2015,14990.0,Automatic,39000.0,Diesel,2.1
2017,32000.0,Semi-Auto,9955.0,Petrol,3.0
2019,25999.0,Semi-Auto,15195.0,Diesel,2.0
2019,24249.0,Semi-Auto,15764.0,Petrol,1.5
2016,12998.0,Manual,53453.0,Diesel,2.1
2015,16892.0,Semi-Auto,35464.0,Diesel,2.1
2012,10499.0,Automatic,47200.0,Petrol,1.6
2016,10749.0,Manual,91751.0,Diesel,2.1
2019,27992.0,Semi-Auto,12838.0,Diesel,2.0
2019,29699.0,Automatic,4542.0,Diesel,2.0
2017,18990.0,Semi-Auto,41935.0,Diesel,2.1
2015,17998.0,Semi-Auto,24209.0,Diesel,2.1
2017,17998.0,Semi-Auto,59858.0,Diesel,2.1
2019,28995.0,Automatic,3500.0,Diesel,2.0
2019,25699.0,Semi-Auto,2547.0,Petrol,1.6
2019,26980.0,Semi-Auto,15275.0,Petrol,2.0
2019,28799.0,Semi-Auto,5136.0,Diesel,1.6
2013,10404.0,Semi-Auto,42477.0,Petrol,1.6
2015,15849.0,Semi-Auto,44012.0,Diesel,2.1
2016,16498.0,Semi-Auto,37080.0,Diesel,2.1
2017,14680.0,Manual,32910.0,Diesel,2.1
2016,17999.0,Automatic,42569.0,Diesel,2.1
2019,29699.0,Semi-Auto,5766.0,Diesel,2.0
2017,46995.0,Semi-Auto,24347.0,Petrol,4.0
2019,23799.0,Semi-Auto,12946.0,Diesel,2.0
2017,23965.0,Automatic,22919.0,Petrol,2.0
2016,22680.0,Semi-Auto,28535.0,Diesel,2.1
2015,15000.0,Automatic,44939.0,Diesel,2.1
2017,22170.0,Semi-Auto,19155.0,Diesel,2.1
2016,20998.0,Semi-Auto,23429.0,Hybrid,2.0
2016,18480.0,Automatic,25845.0,Diesel,2.1
2017,23401.0,Semi-Auto,11457.0,Petrol,2.0
2019,20249.0,Semi-Auto,14426.0,Petrol,1.5
2019,46599.0,Semi-Auto,1724.0,Petrol,3.0
2017,23495.0,Semi-Auto,23033.0,Diesel,2.1
2013,11298.0,Semi-Auto,37964.0,Petrol,1.6
2017,17681.0,Semi-Auto,16607.0,Petrol,2.0
2019,28495.0,Semi-Auto,1724.0,Diesel,2.0
2016,20399.0,Semi-Auto,15000.0,Diesel,2.1
2017,33322.0,Semi-Auto,32376.0,Petrol,4.0
2015,13599.0,Automatic,44598.0,Diesel,2.1
2019,29498.0,Automatic,4885.0,Diesel,2.0
2019,42799.0,Automatic,5001.0,Petrol,3.0
2013,9700.0,Automatic,57801.0,Diesel,2.1
2019,30500.0,Semi-Auto,2105.0,Diesel,2.0
2019,29249.0,Semi-Auto,1768.0,Diesel,2.0
2019,30599.0,Semi-Auto,4504.0,Petrol,2.0
2020,29950.0,Semi-Auto,101.0,Diesel,2.0
2016,17990.0,Semi-Auto,59625.0,Diesel,2.1
2015,14500.0,Automatic,32712.0,Diesel,2.1
2016,11525.0,Manual,61633.0,Petrol,2.0
2017,18480.0,Semi-Auto,33105.0,Diesel,2.1
2016,20200.0,Automatic,16957.0,Petrol,2.0
2019,25549.0,Semi-Auto,14923.0,Diesel,2.0
2015,13799.0,Manual,69261.0,Diesel,2.1
2019,35199.0,Semi-Auto,2086.0,Petrol,1.5
2017,35149.0,Semi-Auto,9422.0,Petrol,3.0
2017,41399.0,Semi-Auto,8797.0,Petrol,4.0
2019,40699.0,Semi-Auto,10476.0,Petrol,3.0
2019,30499.0,Semi-Auto,11159.0,Diesel,2.0
2017,20998.0,Semi-Auto,16902.0,Diesel,2.1
2017,19762.0,Automatic,36047.0,Diesel,2.1
2015,14490.0,Automatic,78000.0,Diesel,2.1
2015,12590.0,Semi-Auto,65000.0,Diesel,2.1
2017,24500.0,Automatic,16750.0,Diesel,2.1
2019,24980.0,Automatic,7811.0,Petrol,1.5
2015,29900.0,Automatic,33521.0,Petrol,4.0
2019,30675.0,Automatic,1550.0,Diesel,2.0
2019,29990.0,Automatic,5500.0,Petrol,2.0
2015,13854.0,Automatic,75306.0,Diesel,2.1
2015,9791.0,Manual,90000.0,Diesel,2.1
2019,35499.0,Semi-Auto,2616.0,Petrol,3.0
2015,16592.0,Semi-Auto,25230.0,Diesel,2.1
2019,32499.0,Automatic,1950.0,Petrol,2.0
2017,20200.0,Automatic,16087.0,Hybrid,2.1
2019,23998.0,Semi-Auto,10357.0,Diesel,2.0
2016,21400.0,Automatic,17268.0,Diesel,2.1
2019,30890.0,Automatic,4390.0,Petrol,2.0
2016,24799.0,Automatic,30385.0,Diesel,2.1
2017,16590.0,Semi-Auto,52519.0,Diesel,1.6
2019,26049.0,Semi-Auto,9612.0,Petrol,1.5
2016,14000.0,Automatic,83990.0,Hybrid,2.1
2019,27950.0,Automatic,6024.0,Diesel,2.0
2017,14700.0,Manual,31357.0,Diesel,1.6
2016,15990.0,Automatic,44000.0,Diesel,1.6
2019,29999.0,Semi-Auto,5276.0,Diesel,2.0
2011,8495.0,Automatic,66000.0,Diesel,2.1
2015,16581.0,Semi-Auto,23985.0,Diesel,2.1
2019,37999.0,Automatic,2486.0,Petrol,1.5
2016,13000.0,Automatic,82590.0,Diesel,2.1
2017,19199.0,Automatic,26538.0,Hybrid,2.0
2019,27295.0,Semi-Auto,4200.0,Diesel,1.6
2019,24499.0,Semi-Auto,14525.0,Petrol,1.5
2017,19680.0,Semi-Auto,16852.0,Diesel,2.1
2019,24495.0,Semi-Auto,10000.0,Diesel,2.0
2016,15249.0,Automatic,30954.0,Petrol,2.0
2017,20599.0,Automatic,17324.0,Diesel,2.1
2016,17399.0,Semi-Auto,36074.0,Diesel,1.6
2019,20980.0,Semi-Auto,14208.0,Petrol,1.5
2019,35099.0,Semi-Auto,2512.0,Petrol,1.5
2017,14645.0,Automatic,42104.0,Diesel,2.1
2019,40649.0,Semi-Auto,11130.0,Petrol,3.0
2019,24498.0,Semi-Auto,7937.0,Petrol,1.5
2019,23206.0,Automatic,9150.0,Diesel,2.0
2019,25995.0,Automatic,4235.0,Diesel,1.6
2017,20990.0,Semi-Auto,26675.0,Diesel,2.1
2019,35539.0,Semi-Auto,1000.0,Diesel,2.0
2018,17940.0,Semi-Auto,28050.0,Diesel,2.1
2019,25780.0,Semi-Auto,16900.0,Petrol,1.5
2017,18995.0,Automatic,54000.0,Petrol,2.0
2016,17880.0,Automatic,44641.0,Diesel,2.1
2016,16899.0,Automatic,59290.0,Hybrid,2.0
2017,22767.0,Automatic,30676.0,Diesel,2.1
2015,10090.0,Semi-Auto,57843.0,Diesel,2.1
2019,36090.0,Automatic,6374.0,Petrol,3.0
2019,25649.0,Semi-Auto,7861.0,Petrol,1.5
2019,28499.0,Semi-Auto,2524.0,Petrol,1.5
2020,47980.0,Semi-Auto,4462.0,Petrol,3.0
2016,16450.0,Automatic,70000.0,Diesel,2.1
2015,16490.0,Automatic,37000.0,Diesel,2.1
2017,20995.0,Semi-Auto,19750.0,Diesel,2.1
2017,24998.0,Automatic,20118.0,Petrol,2.0
2015,14819.0,Automatic,47012.0,Diesel,2.1
2019,31995.0,Automatic,1687.0,Petrol,2.0
2020,36209.0,Semi-Auto,1000.0,Petrol,2.0
2017,18339.0,Automatic,49000.0,Diesel,2.1
2019,44990.0,Automatic,1474.0,Petrol,3.0
2019,26995.0,Semi-Auto,5745.0,Petrol,2.0
2019,30499.0,Semi-Auto,1488.0,Diesel,2.0
2019,26999.0,Semi-Auto,1500.0,Petrol,1.5
2016,17770.0,Semi-Auto,27306.0,Diesel,2.1
2019,34099.0,Semi-Auto,1000.0,Petrol,2.0
2018,24994.0,Semi-Auto,9009.0,Petrol,2.0
2019,31609.0,Semi-Auto,1000.0,Diesel,2.0
2019,25249.0,Semi-Auto,1729.0,Petrol,1.5
2017,16202.0,Automatic,67665.0,Diesel,2.1
2019,20980.0,Semi-Auto,15933.0,Petrol,1.5
2019,30499.0,Semi-Auto,1126.0,Diesel,2.0
2019,41880.0,Automatic,151.0,Petrol,3.0
2018,19699.0,Automatic,23842.0,Diesel,2.1
2018,23399.0,Automatic,8033.0,Petrol,1.5
2019,24998.0,Automatic,2073.0,Petrol,1.5
2019,31799.0,Automatic,999.0,Petrol,1.5
2019,22280.0,Semi-Auto,19358.0,Diesel,2.0
2017,25599.0,Semi-Auto,13000.0,Petrol,2.0
2019,30399.0,Semi-Auto,3964.0,Petrol,2.0
2018,29532.0,Semi-Auto,7809.0,Diesel,2.0
2014,26998.0,Semi-Auto,24175.0,Petrol,6.2
2016,22495.0,Semi-Auto,25399.0,Diesel,2.1
2019,30099.0,Semi-Auto,2671.0,Diesel,1.6
2019,28480.0,Semi-Auto,11253.0,Diesel,2.0
2019,28995.0,Semi-Auto,100.0,Diesel,2.0
2016,18790.0,Semi-Auto,25250.0,Hybrid,2.0
2019,20799.0,Semi-Auto,13965.0,Diesel,2.0
2018,24990.0,Semi-Auto,10010.0,Petrol,1.5
2018,25298.0,Semi-Auto,8702.0,Petrol,2.0
2019,29495.0,Automatic,4999.0,Diesel,2.0
2017,14500.0,Automatic,31559.0,Diesel,2.1
2019,26589.0,Automatic,3070.0,Diesel,1.6
2018,27622.0,Semi-Auto,8984.0,Petrol,1.5
2014,13490.0,Semi-Auto,68422.0,Diesel,2.1
2016,13991.0,Semi-Auto,49494.0,Diesel,2.1
2019,31519.0,Semi-Auto,1000.0,Petrol,1.5
2019,25549.0,Semi-Auto,8597.0,Petrol,1.5
2019,31899.0,Semi-Auto,4300.0,Petrol,1.5
2019,29889.0,Automatic,980.0,Diesel,2.0
2017,18299.0,Semi-Auto,8552.0,Petrol,2.0
2017,23111.0,Semi-Auto,24698.0,Petrol,2.0
2015,17749.0,Semi-Auto,19039.0,Diesel,2.1
2017,18999.0,Automatic,35649.0,Diesel,2.1
2019,31699.0,Semi-Auto,3358.0,Diesel,2.0
2016,18490.0,Semi-Auto,36688.0,Diesel,1.6
2019,29000.0,Semi-Auto,5937.0,Petrol,1.5
2019,27480.0,Automatic,8248.0,Diesel,2.0
2019,20980.0,Semi-Auto,13253.0,Diesel,2.0
2017,19999.0,Semi-Auto,27829.0,Diesel,2.1
2020,33900.0,Automatic,6000.0,Petrol,1.5
2015,10998.0,Manual,92589.0,Diesel,2.1
2017,18049.0,Semi-Auto,41005.0,Diesel,2.1
2019,31980.0,Semi-Auto,5133.0,Petrol,1.5
2014,14000.0,Manual,14436.0,Petrol,2.0
2017,16498.0,Automatic,20764.0,Diesel,2.1
2019,42490.0,Automatic,10027.0,Petrol,3.0
2015,12000.0,Automatic,40005.0,Diesel,2.1
2018,19056.0,Automatic,25833.0,Petrol,2.0
2010,4294.0,Manual,137291.0,Diesel,2.1
2019,31000.0,Semi-Auto,3144.0,Diesel,2.0
2019,29000.0,Semi-Auto,4650.0,Petrol,2.0
2019,25749.0,Semi-Auto,13873.0,Diesel,2.0
2017,23966.0,Automatic,29540.0,Petrol,2.0
2016,17977.0,Automatic,40000.0,Diesel,1.6
2019,32298.0,Automatic,4040.0,Petrol,1.6
2016,16198.0,Manual,41974.0,Diesel,2.1
2018,43750.0,Semi-Auto,11938.0,Petrol,4.0
2017,22495.0,Automatic,12028.0,Diesel,2.1
2019,28950.0,Automatic,4320.0,Petrol,2.0
2019,30995.0,Automatic,6959.0,Diesel,2.0
2016,14057.0,Manual,21443.0,Diesel,1.6
2019,24450.0,Semi-Auto,10471.0,Diesel,2.0
2019,23254.0,Automatic,12605.0,Diesel,2.0
2013,8990.0,Automatic,49000.0,Petrol,1.6
